,log_population_district,population_district,log_total_frequency,log_total_distance,total_frequency,total_distance,code
81,6.710821318761663,5138322.027434821,6.354995344791852,7.334158674034706,2264620.032971642,21585329.076918982,3
82,6.727987171301059,5345485.690421973,6.411318389861643,7.377479800993772,2578210.601432891,23849528.68893034,3
83,6.745153023840457,5561001.648775828,6.46764143493144,7.4208009279528415,2935225.251283586,26351232.203002606,3
84,6.762318876379854,5785206.645132038,6.523964480001234,7.464122054911909,3341677.080601747,29115352.66266523,3
85,6.77948472891925,6018450.998705872,6.580287525071028,7.507443181870978,3804411.8440776314,32169416.37267258,3
86,6.796650581458647,6261099.152664237,6.636610570140822,7.550764308830046,4331223.254148741,35543837.017828524,3
87,6.813816433998044,6513530.243566354,6.692933615210616,7.594085435789114,4930984.248322619,39272218.53558915,3
88,6.8309822865374406,6776138.693762791,6.74925666028041,7.637406562748183,5613796.433586192,43391689.75857799,3
89,6.848148139076837,7049334.827678467,6.805579705350204,7.6807276897072505,6391160.224952141,47943274.15952877,3
90,6.865313991616234,7333545.512942565,6.861902750419998,7.724048816666318,7276168.543738334,52972298.38073645,3
91,6.882479844155631,7629214.827367122,6.918225795489792,7.767369943625386,8283727.33798638,58528843.61632747,3
92,6.8996456966950275,7936804.752816456,6.974548840559586,7.810691070584454,9430806.639183128,64668244.34241005,3
93,6.916811549234424,8256795.897051576,7.03087188562938,7.854012197543523,10736726.383763406,71451639.3616742,3
94,6.933977401773821,8589688.244677462,7.087194930699174,7.897333324502591,12223481.813405756,78946580.64998081,3
95,6.951143254313218,8936001.93836659,7.143517975768968,7.9406544514616595,13916113.934747517,87227706.06809911,3
96,6.968309106852614,9296278.091579312,7.199841020838762,7.983975578420727,15843131.278068814,96377482.63774267,3
97,6.985474959392011,9671079.634051014,7.256164065908556,8.027296705379795,18036990.058509205,106487027.78377227,3
98,7.002640811931408,10060992.191367075,7.31248711097835,8.070617832338863,20534640.827038333,117657016.7208455,3
99,7.019806664470805,10466625.000000007,7.368810156048144,8.113938959297931,23378150.818270266,129998685.02066411,3
